date,time,operator,flight_number,route,aircraft_type,registration,cn_ln,ground,summary,region,country,operator_type,tot_boarded_count,tot_passengers_boarded,tot_crews_boarded,tot_fatalities_count,passengers_fatalities,tot_crews_fatalities,reason
"October 11, 1985",00:00,Sabeni,-,Beni - La Paz,Curtiss C-46D,CP-1593,32936,0,Crashed into mountains while en route.,Near Beni, Bolivia,Commercial,2.0,0.0,2.0,2.0,0.0,2.0,unknown
"October 11, 1985",21:40,Mountain Air Cargo,-,State College - Pittsburgh,de Havilland Canada DHC-6 Twin Otter 200,N3257,192,0,The cargo plane struck high ground while en route. Pilot error. Altitude not maintained. Improper clearance.,Homer City, Pennsylvania,Commercial,1.0,0.0,1.0,1.0,0.0,1.0,unknown
"October 12, 1985",00:00,Burma Airways,-,-,Fokker F-27 Friendship 600,XY-ADS,10501,0,The cargo plane overfew the runway and crashed one mile beyond the end.,Putao, Myanmar,Commercial,4.0,2.0,2.0,4.0,2.0,2.0,unknown
"October 22, 1985",20:45,Air Taxi - Jet Alaska,-,Anchorage - Juneau,Learjet 24XR,N456JA,24-265,0,"The air ambulance crashed into a mountain at 3,500 ft. while attempting to land. Crew became lost and disoriented and made a premature descent.",Near Juneau, Alaska,Commercial,4.0,0.0,4.0,4.0,0.0,4.0,landing or taking off
"November 01, 1985",09:50,Air Taxi- Hermans Air Inc.,-,"Bethel, AK - Chevak, AK",Cessna 208,N9241F,208-00006,0,A total loss of power was experienced on takeoff due to the fuel selectors being in the off position. The pilot attempted to restart the engine during which time the aircraft entered a stall and collided with the terrain. Checklist not used. Fuel tank selector in wrong position.,Bethel, Alaska,Commercial,4.0,3.0,1.0,2.0,1.0,1.0,engine failure
"November 15, 1985",00:00,Military - U.S. Air Force,-,Test flight,Convair CV-340,54-2817,221,0,Crashed during a test flight.,Dothan, Alabama,Military,4.0,0.0,4.0,4.0,0.0,4.0,unknown
"November 16, 1985",00:00,Air Taxi,-,"Bethel, AK - Quinhagaki, AK",Piper PA-32-300,N74DJ,3240872,0,The aircraft crashed on the frozen level tundra at night while on a part 135 air taxi flight. The investigation revealed the commercial rated air taxi pilot did not have a 135 air taxi check ride or competency check. The pilot's certificate prohibited him to carry passengers for hire at night or more than 50 mile cross country flight. At time of the accident the weather was below VFR conditions and the pilot did not receive a weather briefing. Continued VFR flight into IMC.,Quinhagaki, Alaska,Commercial,7.0,6.0,1.0,4.0,3.0,1.0,weather
"January 18, 1986",08:00,Aerovias de Guatemala SA,-,Guatemala City - Flores,Sud-Aviation  Caravelle VI-N,HC-BAE,040,0,"After initiating an overshoot and attempting to land for a second time, the plane crashed into a hilly area in the jungle. There were low lying clouds in the area.",Near Peten, Guatemala,Commercial,87.0,81.0,6.0,87.0,81.0,6.0,landing or taking off
"January 21, 1986",04:25,Air Taxi,-,-,Bell 296B,N1498W,425,0,"The purpose of the flight was to take a news crew to a location to cover a story. The news crew had attempted to hire another helicopter, but that operator refused due to forecast low visibility. This pilot, however, agreed to fly. Although he was certified for instrument flight in airplanes, the pilot was not qualified for instrument flight in helicopters, nor was the helicopter certified for instrument flight. The helicopter crashed & burned approximately 100' from the highway near a power line crossing. Impact occurred while the helicopter was in a shallow descent, heading away from the highway & parallel with the power line. Continued VFR flight into IMC. Overconfidence in personal ability.",Ellendale, Minnesota,Commercial,3.0,2.0,1.0,3.0,2.0,1.0,pilot error
"January 28, 1986",07:45,VASP,-,Sao Paulo - Belo Horizonte,Boeing B-737-2A1,PP-SME,20096/190,0,The crew accidently tried to take off from a taxiway. The takeoff was aborted but the aircraft overran the runway and collided with a embankment and broke in two. There was heavy fog in the area.,Sao Paulo, Brazil,Commercial,72.0,67.0,5.0,1.0,1.0,0.0,weather
"January 29, 1986",00:00,Aerocalifornia,-,Villa Constitucion - Los Mochis,Douglas DC-3A-178,XA-IOR,1547,0,The plane tried to land at Los Mochis but had to divert to Las Lomitas because of fog. The airport was not approved for commercial flights and the plane crashed into a hill near the airport while attempting to land.,Las Lomitas, Mexico,Commercial,21.0,18.0,3.0,21.0,18.0,3.0,weather
"February 05, 1986",00:00,GLM Aviation,-,-,Lockheed L-188AF Electra,9Q-CWT,1045,0,Crashed while attempting to make a forced landing.,Kasongo, Zaire,Commercial,14.0,10.0,4.0,2.0,2.0,0.0,landing or taking off
"February 16, 1986",00:00,China Airlines (Taiwan),-,Taipei - Makung,Boeing B-737-281,B-1870,20226/168,0,The aircraft crashed into the sea during an attempted go-around after a missed landing attempt due to a burst nose gear tire.,Off Makung, Taiwan,Commercial,13.0,6.0,7.0,13.0,6.0,7.0,landing or taking off
"March 02, 1986",03:03,Aeroflot,-,Cheboksary - Bugulma,Antonov AN-24B,CCCP-46423,07304108,0,"The aircraft entered a left bank and turn, stalled and crashed 5 miles short of the runway. Failure of the autofeather sensor circuit breaker caused propellers to feather.",Near Bugulma, Russia,Commercial,38.0,34.0,4.0,38.0,34.0,4.0,unknown
"March 03, 1986",00:00,Taxair,-,-,Cessna 425 Conquest,HB-LLS,-,0,-,Bern, Switzerland,Commercial,8.0,7.0,1.0,8.0,7.0,1.0,unknown
"March 13, 1986",22:15,Simmons Airlines,1746,"Detroit, MI - Alpena, MI",Embraer 110P1 Bandeirante,N1356P,110370,0,"After a missed approach due to bad weather, the plane was cleared for an ILS approach but crashed in a wooded area, short of the runway. The flight crew's continued descent of the airplane below the glideslope and through the published decision height without obtaining visual reference of the runway for undetermined reasons.",Alpena, Michigan,Commercial,9.0,7.0,2.0,3.0,2.0,1.0,weather
"March 20, 1986",00:00,Merpati Nusantara Airlines,-,-,CASA 212 Aviocar 100,PK-NCF,108/15N,0,"Crashed into high ground at 1, 900 ft. while flying IFR in rain.",Near Naha, Indonesia,Commercial,16.0,14.0,2.0,2.0,0.0,2.0,IFR
"March 22, 1986",00:00,Military - Indian Air Force,-,-,Antonov An-32,-,-,0,-,Jammuin, India,Military,17.0,,,17.0,,,unknown
"March 24, 1986",09:55,Goose Bay Air Services,-,Snegamook Lake - Goose Bay,de Havilland Canada DHC-3 Otter,C-FAGM,400,0,"A fatigue initiated crack in the number nine cylinder head caused the engine to run rough and lose power. While the pilot was manoeuvring for the precautionary landing in whiteout conditions, the aircraft crashed. At impact, the fuel cells ruptured, and a fire erupted which destroyed the aircraft.",Goose Bay Newfoundland ,Canada,Commercial,5.0,4.0,1.0,4.0,3.0,1.0,engine failure
"March 25, 1986",00:00,Ministerstvo Obshchestvo Mashinostroyeniya,-,-,Antonov An-12AP,CCCP-11795,1400103,0,"Undershot the runway, overturned and caught fire.",Omsk, Soviet Union,Commercial,9.0,3.0,6.0,9.0,3.0,6.0,shot down - military
"March 27, 1986",00:00,Military - French Air Force,-,-,Sepecat Jaguar A,-,-,35,The jet fighter crashed into a school shortly after taking off after experiencing engine failure.,Bangui, Central African Republic,Military,0.0,0.0,0.0,0.0,0.0,0.0,engine failure
"March 30, 1986",10:15,Military - Mozambique Air Force,-,Pemba - Maputo,Antonov AN-26,042,-,0,The aircraft crashed while making an emergency return to the airfield after experiencing engine failure on takeoff.,Near Pemba, Mozambique,Military,54.0,51.0,3.0,49.0,46.0,3.0,engine failure
"March 31, 1986",09:11,Mexicana,940,Mexico City - Puerto Vallarta,Boeing B-727-264,XA-MEM,22414/1748,0,"While climbing through 29,000 feet, an overheated tire exploded in the wheel well after takeoff and damaged the hydraulic and electrical systems of the aircraft. The plane lost control and crashed. The tire had been serviced with air rather than nitrogen. The air, under high temperature and pressure, resulted in a chemical reaction within the tire itself which led to a explosion of the tire.",Maravatio, Mexico,Commercial,167.0,159.0,8.0,167.0,159.0,8.0,lost control
"April 02, 1986",00:00,Trans World Airlines,840,Rome - Athens,Boeing B-727,N54340,20845/1066,0,Detonation of a explosive device in the passenger compartment causing four passengers to be sucked out.  The plane landed safely at Athens. The plastic explosive was left under a seat by a woman carrying a Lebanese passport.,Near Athens, Greece,Commercial,121.0,,,4.0,,,unknown
"April 02, 1986",00:00,Military - U.S. Air Force,-,-,Lockheed HC-130P Hercules,66-0211,4161,0,Lost a wing in heavy turbulence at low altitude.,Near Magdalena, New Mexico,Military,11.0,0.0,11.0,11.0,0.0,11.0,low altitude
"April 27, 1986",08:35,ACES Colombia,-,Bogota - Saravena,de Havilland Canada DHC-6 Twin Otter 300,HK-2761,780,0,"Crashed into a 8,500 ft. mountain in poor weather.",Near Saravena, Colombia,Commercial,13.0,11.0,2.0,13.0,11.0,2.0,weather
"May 01, 1986",06:32,Military - El Salvador Air Force,-,San Salvador - Panama City,Douglas DC-6,FAS-302,45078,0,Crashed into a hill following an engine fire.,San Salvador, El Salvador,Military,37.0,33.0,4.0,37.0,33.0,4.0,caught fire
"May 03, 1986",00:00,Military - Republic of China Air Force,-,-,Bell UH-1H / Bell UH-1H (helicopters),-,-,0,Both helicopters crashed into a rice paddy after experiencing a mid-air collision.,Near Taipei, Taiwan,Military,22.0,,,22.0,,,unknown
"May 03, 1986",00:00,Air Lanka,-,"Colombo - Male, Maldives",Lockheed L-1011-100,4R-ULD,1061,0,Detonation of an explosive device in the rear section of the cabin while on the ground and passengers were boarding. The aircraft was named City of Colombo.,Colombo, Sri Lanka,Commercial,150.0,,,22.0,,,unknown
"May 17, 1986",00:00,Aeroflot,-,Test,Yakovlev Yak-40,CCCP-87301,9321728,0,Crashed on a test flight.,Hanty-Mansijsk, Soviet Union,Commercial,5.0,0.0,5.0,5.0,0.0,5.0,unknown
"May 17, 1986",23:30,Air Taxi - Islip Airco Inc.,-,"Atlantic City, NJ - Atlantic City, NJ",Cessna 414A,N414NY,414A0242,0,During takeoff the pilot was not able to pull back the control wheel more than 2 inches. He aborted the takeoff late and was not able to stop the plane before it ran off the runway and collided with a car. Delayed aborted takeoff. Restricted elevator control movement.,Atlantic City, New Jersey,Commercial,5.0,4.0,1.0,2.0,2.0,0.0,unknown
"May 18, 1986",08:30,Military - French Naval Aviation,-,-,Dassault Breguet Atlantique,19,19,0,Crashed in the vicinity of Day Mountain in heavy rain and low clouds.,Djibouti, Djibouti,Military,19.0,14.0,5.0,19.0,14.0,5.0,unknown
"May 24, 1986",00:00,Military - Armée de l'Air Malgache,-,-,Douglas C-47,-,-,0,Flew into the side of a mountain in poor weather.,Antananarivo, Madagascar,Military,13.0,0.0,13.0,13.0,0.0,13.0,weather
"June 10, 1986",00:00,EgyptAir,-,Cairo - Alexandia,Fokker F-27 Friendship 500,SU-GAD,10659,0,Crashed short of runway and collided with a building during a sandstorm.,Near Cairo, Egypt,Commercial,26.0,21.0,5.0,23.0,18.0,5.0,weather
"June 12, 1986",15:22,Loganair,423,Glasgow - Port Ellen,de Havilland Canada DHC-6 Twin Otter 300,G-BGPC,635,0,The crew mistook Laphroaig for Port Ellen and crashed into a hill. Decision to allow the handling pilot to carry out a visual approach in unsuitable meteorological conditions. An error in visual navigation was a contributory factor.,Port Ellen, Islay Island,Commercial,16.0,14.0,2.0,1.0,0.0,1.0,unknown
"June 17, 1986",00:00,Military - U.S. Air Force,-,-,Boeing KC-135A,63-7983,18600/639,0,Crashed while attempting to landing.,Howard AFB, Panama,Military,4.0,0.0,4.0,4.0,0.0,4.0,landing or taking off
"June 18, 1986",09:33,Grand Canyon Airlines / Helitech,6 / 2,Grand Canyon - Grand Canyon,de Havilland Can. DHC-6 -300/ Bell 206B,N76GC/N6TC,248 /,0,Midair collision. Inadequate visual lookout on the part of  both aircraft. Twenty killed on the de Havilland and  five on the Helitech. The failure of the flightcrew of both aircraft to see and avoid each other for undetermined reasons.,Grand Canyon, Arizona,Commercial,25.0,22.0,3.0,25.0,22.0,3.0,engine failure
"June 22, 1986",21:37,Aeroflot,-,Penza - Simferopol,Tupolev TU-134A,CCCP-65142,60955,0,The aircraft overan the runway after an aborted takeoff. A passenger died of heart attack.,Penza,  Russia,Commercial,59.0,53.0,6.0,1.0,1.0,0.0,unknown
"July 02, 1986",10:27,Aeroflot,2306,Syktyvkar - Moscow (,Tupolev TU-134A,CCCP-65120,60482,0,The aircraft crashed in a forest after an in-flight fire caused by baggage that ignited in the rear cargo hold led to loss of contol of the aircraft.,Near Syktyvar, Russia,Commercial,92.0,86.0,6.0,54.0,52.0,2.0,unknown
"July 10, 1986",00:00,Military - Zimbabwe Air Force,-,-,Douglas C-47A,7312,9492,0,Crashed during takeoff.,Maputo, Mozambique,Military,17.0,,,17.0,,,unknown
"July 26, 1986",17:45,Air Taxi,-,"San Andreas, CA - Death Valley, CA",Piper PA-32-260,N3643W,32186,0,The aircraft struck a boulder as the aircraft climbed up a five degree upsloping ridge then nosed into the ground and burst into flames. Pilot disregarded performance data. Overconfidence in aircraft's ability.,Yosemite Nation, California,Commercial,6.0,5.0,1.0,3.0,2.0,1.0,unknown
"August 04, 1986",00:23,Leeward Islands Air Transport,-,Vieux Fort - Kingstown,de Havilland Canada DHC-6 Twin Otter 300,V2-LCJ,785,0,Crashed into the sea in poor weather conditions.,Off St. Vincent, Leeward Islands,Commercial,13.0,11.0,2.0,13.0,11.0,2.0,weather
"August 14, 1986",11:30,Military - Honduran Air Force,-,Tegucigalpa - Duzuna,Lockheed C130D,556,3194,0,Crashed into the jungle in poor weather conditions as it approached Durzana Air Base.,Near Wampusirpi, Honduras,Military,59.0,53.0,6.0,59.0,53.0,6.0,weather
"August 16, 1986",10:30,Sudan Airways,-,Malakal - Khartoum,Fokker F-27 Friendship 400M,ST-ADY,10277,0,Shot down by SPLA rebels with surface-to-air missiles shortly after takeoff.,Malakal, Sudan,Commercial,60.0,57.0,3.0,60.0,57.0,3.0,unknown
"August 21, 1986",10:15,Air Taxi,-,"McDermitt, OR - Burns, OR",Cessna T207A,N73569,20700603,0,During the pilot's attempt to reverse direction at the end of the gorge the aircraft stalled and a loss of control followed. A stall/spin maneuver resulted placing the aircraft in an uncontrolled descent into the terrain. Improper inflight planning/decision. Airspeed not maintained.,Frenchglen, Oregon,Commercial,6.0,5.0,1.0,6.0,5.0,1.0,unknown
"August 28, 1986",06:53,Southwest Airlift,-,Little Rock - Texarkana,Howard 250,N252K,2596,0,"On takeoff the cargo plane pitched up, rolled inverted and crashed. Improperly loaded. Alcohol impairment of the pilot and co-pilot.",Texarkana, Arkansas,Commercial,2.0,0.0,2.0,2.0,0.0,2.0,unknown
"August 28, 1986",23:13,Denver Air Center,-,"Lander, WY - Riverton, WY",Cessna 441 Conquest,N2727A,4410201,0,"Collided with rising terrain while taking off, 1.5 miles past the end of the runway. Spatial disorientation of the pilot-in-command due to a physical impairment.",Lander, Wyoming,Commercial,7.0,6.0,1.0,7.0,6.0,1.0,landing or taking off
"August 31, 1986",11:52,Aeromexico / Private,498,Tijuana - Los Angeles,MD Douglas DC-9-32 / Piper PA-28-181,XA-JED/N4891F,47356/470 /,15,"A midair collision occurred between a DC-9, attempting to land at LAX  and a Piper at 6,560 ft. over Cerritos, California. The Piper struck and knocked the horizontal and vertical stabilizer off the DC-9. The Piper fell into an unoccupied playground.  The DC-9 crashed into a neighborhood destroying eleven homes and damaging seven others. Sixty-four on the DC-9, three on the Piper who were all decapitated and 15 on the ground were killed. The pilot of the Piper inadvertently entered the LAX Terminal Control Area. The controller was distracted by another small aircraft in the area. The inadvertent and unauthorized entry of the PA-28 into the Los Angeles Terminal Control Area. The limitations of the ""see and avoid"" concept to ensure traffic separation under the conditions of the conflict.",Cerritos, California,Commercial,67.0,58.0,9.0,67.0,58.0,9.0,landing or taking off
